,Time,Symbol,Open,High,Low,Close,Volume,Supertrend,Polaridad,DEMA800,Half-Order,Profit,Stoploss-Reached,Exit-Price,ATR,ADX,P&L
193,2022-09-19 12:30:00-05:00,XRPUSDT,0.3585,0.3744,0.3566,0.3742,59846647.0,0.3471348750110908,Buy,0.3511477,True,True,False,0.3886,0.0055394984326677,24.97520202738591,0.3682000000000002
198,2022-09-27 11:00:00-05:00,XRPUSDT,0.4677,0.4699,0.4423,0.4518,131517624.0,0.483892243529795,Sell,0.4672447,True,True,False,0.4364,0.0074015777305861,21.179857643259997,0.3065999999999996
199,2022-09-29 07:30:00-05:00,XRPUSDT,0.436,0.4372,0.431,0.434,23221756.0,0.4480273848112724,Sell,0.464621,False,False,True,0.4480273848112724,0.0045110534551574,20.410381019718216,-0.4045999999999997
200,2022-10-06 20:30:00-05:00,XRPUSDT,0.4925,0.4928,0.4841,0.4843,32867228.0,0.5017852426635767,Sell,0.4917122,False,False,True,0.5017852426635767,0.0042539599531102,11.845847692418166,-0.3136000000000004
203,2022-10-12 20:30:00-05:00,XRPUSDT,0.4838,0.484,0.4716,0.4746,67144215.0,0.4897841536419767,Sell,0.5151938,True,False,False,0.4746,0.0035674491380119,9.689760254957356,0.1029000000000003
204,2022-10-14 10:30:00-05:00,XRPUSDT,0.4946,0.4947,0.49,0.4909,19780851.0,0.5117952767080667,Sell,0.5102844,True,True,False,0.4819,0.0059066702783215,26.17741002572941,0.1953000000000002
207,2022-10-19 18:30:00-05:00,XRPUSDT,0.4531,0.4531,0.4469,0.4503,37417275.0,0.4624518516256337,Sell,0.4890644,False,False,True,0.4624518516256337,0.0037061430763364,29.22825729602569,-0.1722000000000004
208,2022-10-20 12:00:00-05:00,XRPUSDT,0.4566,0.4568,0.4525,0.4542,21798688.0,0.4631743746878733,Sell,0.4852223,True,False,False,0.4542,0.0029080039462581,17.296894476467816,0.1175999999999998
211,2022-10-27 15:00:00-05:00,XRPUSDT,0.4711,0.4718,0.4579,0.4628,42838495.0,0.4782256601103021,Sell,0.4657021,False,False,True,0.4782256601103021,0.0040971163524856,16.630184916393674,-0.2366000000000003
215,2022-11-02 02:00:00-05:00,XRPUSDT,0.4601,0.4605,0.4556,0.4575,10571086.0,0.4648596971304511,Sell,0.4628266,False,False,True,0.4648596971304511,0.0023266468693035,20.945463807939024,-0.084
216,2022-11-02 14:30:00-05:00,XRPUSDT,0.454,0.4559,0.4493,0.4516,15501492.0,0.4704836693691192,Sell,0.4619571,False,False,True,0.4704836693691192,0.00445160703309,21.281385649094428,-0.4018
218,2022-11-07 10:30:00-05:00,XRPUSDT,0.4737,0.4775,0.4729,0.4773,8255516.0,0.4650060660871821,Buy,0.475221,False,False,True,0.4650060660871821,0.0033665133359979,26.644570018835267,-0.2310000000000001
219,2022-11-07 17:00:00-05:00,XRPUSDT,0.4703,0.4704,0.4577,0.4608,24369497.0,0.4797892302395279,Sell,0.4751778,True,True,False,0.4499,0.0044861647779961,24.908532126272004,0.2239999999999998
220,2022-11-08 12:30:00-05:00,XRPUSDT,0.4397,0.4419,0.4295,0.43,22961156.0,0.4622616387559844,Sell,0.4697814,True,False,False,0.43,0.0072630944526715,38.09300600189019,0.1280999999999998
221,2022-11-11 09:00:00-05:00,XRPUSDT,0.3918,0.3918,0.3658,0.3678,41489612.0,0.403257756453793,Sell,0.4206204,True,True,False,0.3424,0.0071149045105543,14.425298903272356,0.4067000000000003
222,2022-11-17 00:00:00-05:00,XRPUSDT,0.3747,0.3872,0.3747,0.3837,34965316.0,0.3662645420611415,Buy,0.3697808,False,False,True,0.3662645420611415,0.0043297999058396,16.924607014343202,-0.3051999999999998
223,2022-11-18 15:00:00-05:00,XRPUSDT,0.3824,0.3836,0.382,0.3834,2918936.0,0.3764534937116281,Buy,0.3674417,False,False,True,0.3764534937116281,0.0022376907599547,14.427189079081773,-0.0798000000000005
224,2022-11-27 06:00:00-05:00,XRPUSDT,0.4022,0.4066,0.4021,0.4041,12433320.0,0.3966591209935068,Buy,0.3761274,False,False,True,0.3966591209935068,0.0023855720804002,24.403026870179183,-0.0993999999999999
227,2022-12-02 16:30:00-05:00,XRPUSDT,0.3919,0.3934,0.3911,0.3931,3642270.0,0.3876545864971968,Buy,0.386115,False,False,True,0.3876545864971968,0.0016671078710369,27.978367818817777,-0.0573999999999998
228,2022-12-03 06:30:00-05:00,XRPUSDT,0.3906,0.3949,0.3905,0.3942,12614865.0,0.3867618701846333,Buy,0.3864243,False,False,True,0.3867618701846333,0.0018044053201061,23.01878636136383,-0.0951999999999996
230,2022-12-05 14:00:00-05:00,XRPUSDT,0.3911,0.3915,0.378,0.3829,47733234.0,0.3949466516324724,Sell,0.3871789,False,False,True,0.3949466516324724,0.0025802652619619,13.356835984880982,-0.1525999999999995
231,2022-12-06 10:30:00-05:00,XRPUSDT,0.3868,0.3899,0.3866,0.388,19702004.0,0.3821716550341751,Buy,0.3863752,False,False,True,0.3821716550341751,0.0019639605846097,28.839620856445126,-0.1512000000000004
235,2022-12-13 07:00:00-05:00,XRPUSDT,0.3856,0.3879,0.3856,0.3866,8614133.0,0.3801558007377975,Buy,0.382693,True,True,False,0.3871,0.0021678698253697,21.303057668424973,0.0608999999999998
236,2022-12-18 11:30:00-05:00,XRPUSDT,0.3497,0.3501,0.3483,0.3487,4206303.0,0.3524056776109133,Sell,0.3685393,False,False,True,0.3524056776109133,0.0011591284375126,23.502614104721054,-0.049
237,2022-12-18 21:30:00-05:00,XRPUSDT,0.3507,0.3507,0.3431,0.3465,25392776.0,0.3544953147752704,Sell,0.3662701,True,False,False,0.3465,0.0020165176583978,19.046291668427425,0.0251999999999999
242,2022-12-27 01:30:00-05:00,XRPUSDT,0.3628,0.369,0.3623,0.3687,38984297.0,0.358065094048039,Buy,0.3461009,False,False,True,0.358065094048039,0.0023837033141477,32.28920119727823,-0.1764
243,2022-12-30 20:00:00-05:00,XRPUSDT,0.3412,0.3421,0.3406,0.3406,8061086.0,0.3467674352922164,Sell,0.3445292,False,True,False,0.3398,0.0017507570923463,20.72700493209958,0.0112000000000003
245,2022-12-31 12:00:00-05:00,XRPUSDT,0.3429,0.3429,0.3406,0.3412,12475890.0,0.3456282363428875,Sell,0.3433142,True,True,False,0.3398,0.0012078255363347,19.180483061485557,0.0441000000000001
246,2023-01-01 19:30:00-05:00,XRPUSDT,0.339,0.3395,0.3365,0.3368,9202937.0,0.3415579145588439,Sell,0.3404064,True,False,False,0.3368,0.0010390028482233,18.122135074591284,0.091
247,2023-01-03 01:00:00-05:00,XRPUSDT,0.3476,0.3511,0.3475,0.3509,21778161.0,0.3416896923921399,Buy,0.3395306,False,False,True,0.3416896923921399,0.0025277541384312,19.3731951072602,-0.119
248,2023-01-03 21:30:00-05:00,XRPUSDT,0.3464,0.3493,0.3464,0.3489,14382009.0,0.341458173887338,Buy,0.3394508,False,False,True,0.341458173887338,0.0020522938747647,14.335197875269236,-0.1260000000000001
249,2023-01-06 13:00:00-05:00,XRPUSDT,0.3373,0.34,0.3372,0.34,9013047.0,0.3327765734118081,Buy,0.3379663,False,True,False,0.3406,0.001930750437216,25.69979326561452,0.0083999999999998
251,2023-01-10 14:30:00-05:00,XRPUSDT,0.3522,0.3535,0.3521,0.3532,4479696.0,0.3484162900905228,Buy,0.3406029,False,False,True,0.3484162900905228,0.0016457459993971,20.976769087719305,-0.0643999999999999
252,2023-01-10 23:30:00-05:00,XRPUSDT,0.3506,0.3673,0.3505,0.3659,70140655.0,0.347926773692004,Buy,0.3412547,False,True,False,0.366,0.00262271925886,22.712054600948104,0.0013999999999998
253,2023-01-12 13:30:00-05:00,XRPUSDT,0.3729,0.3765,0.3728,0.3756,8507804.0,0.3627269488881784,Buy,0.3496433,False,True,False,0.3784,0.0038024160444278,35.72360612380595,0.0392000000000003
262,2023-01-26 02:30:00-05:00,XRPUSDT,0.4116,0.4117,0.4078,0.4095,11459317.0,0.4177291825983688,Sell,0.4127417,True,False,False,0.4095,0.0028033095187253,17.793603183232495,0.0636999999999999
263,2023-01-28 15:30:00-05:00,XRPUSDT,0.4084,0.4086,0.4059,0.4062,3978240.0,0.4117467999803793,Sell,0.4156841,False,False,True,0.4117467999803793,0.0016293725021887,29.66327380119517,-0.0923999999999999
264,2023-01-29 21:30:00-05:00,XRPUSDT,0.4111,0.4119,0.4095,0.4106,4382298.0,0.4209055106067379,Sell,0.4170434,True,True,False,0.3984,0.0027779544367016,15.879200851352651,0.1365000000000005
266,2023-02-02 16:30:00-05:00,XRPUSDT,0.412,0.4123,0.4087,0.4104,48737647.0,0.4191133992130524,Sell,0.4148014,False,False,True,0.4191133992130524,0.0026415440073379,18.5585129156718,-0.0672000000000003
268,2023-02-06 16:30:00-05:00,XRPUSDT,0.4003,0.4005,0.3966,0.3972,12907565.0,0.4049355653602479,Sell,0.4126719,False,False,True,0.4049355653602479,0.002060887779437,22.784205885856007,-0.098
269,2023-02-08 10:30:00-05:00,XRPUSDT,0.3991,0.3992,0.3974,0.3976,5098801.0,0.4041209737321613,Sell,0.4092064,True,False,False,0.3976,0.0017759980321933,17.327606486180375,0.0503999999999998
270,2023-02-09 14:00:00-05:00,XRPUSDT,0.4041,0.4044,0.3878,0.392,68267805.0,0.4130152150818852,Sell,0.406844,False,True,False,0.3828,0.0041962202488291,31.696267053914852,0.1288000000000005
273,2023-02-17 13:00:00-05:00,XRPUSDT,0.3911,0.3927,0.3906,0.3926,6378405.0,0.3836823666688572,Buy,0.3867326,False,True,False,0.3948,0.0024611050096842,22.35029819299353,0.0307999999999997
274,2023-02-19 09:00:00-05:00,XRPUSDT,0.3938,0.395,0.3936,0.3948,2055982.0,0.3906795655230706,Buy,0.3887262,False,False,True,0.3906795655230706,0.0012770707499763,20.36042551789358,-0.028
277,2023-02-23 06:00:00-05:00,XRPUSDT,0.3958,0.396,0.3901,0.3904,12521595.0,0.3998454478333473,Sell,0.3908237,True,True,False,0.3788,0.0021096480360243,13.192740014618874,0.1414000000000003
279,2023-02-27 21:30:00-05:00,XRPUSDT,0.3744,0.3745,0.372,0.3728,8579106.0,0.3789989145646066,Sell,0.3815334,False,False,True,0.3789989145646066,0.0018938115489882,16.837998096658723,-0.0881999999999996
281,2023-02-28 23:30:00-05:00,XRPUSDT,0.3763,0.3804,0.3762,0.3802,5729871.0,0.3722369504130089,Buy,0.3798979,False,False,True,0.3722369504130089,0.0020098274851694,23.10573241998808,-0.1791999999999997
283,2023-03-02 14:00:00-05:00,XRPUSDT,0.3791,0.3803,0.3785,0.3801,8202744.0,0.3743875476251744,Buy,0.3789693,False,False,True,0.3743875476251744,0.0016118788304482,36.59982120257339,-0.1777999999999998
286,2023-03-08 05:00:00-05:00,XRPUSDT,0.3835,0.3857,0.3823,0.3855,32139970.0,0.3750722259823869,Buy,0.3714301,True,False,False,0.3855,0.0028948305547614,22.517661114123992,0.0882
288,2023-03-13 04:00:00-05:00,XRPUSDT,0.3627,0.3645,0.3606,0.3607,15905780.0,0.3710942159666417,Sell,0.3677027,False,False,True,0.3710942159666417,0.0029966307860885,25.17270511629693,-0.1511999999999996
290,2023-03-19 00:30:00-05:00,XRPUSDT,0.3792,0.3879,0.3791,0.3856,23712892.0,0.3751793293983912,Buy,0.3688311,True,False,False,0.3856,0.0026296680363022,31.518906733798737,0.056
298,2023-04-01 01:00:00-05:00,XRPUSDT,0.5311,0.5313,0.5013,0.5095,85966249.0,0.5378839533755149,Sell,0.5123185,False,True,False,0.5071,0.0057940261710126,21.33599165972493,0.0335999999999994
300,2023-04-02 20:30:00-05:00,XRPUSDT,0.5201,0.5213,0.5041,0.5071,78059051.0,0.5331408085702803,Sell,0.5220529,True,True,False,0.5058,0.005941192074354,15.032536106874243,0.1168999999999995
301,2023-04-05 09:00:00-05:00,XRPUSDT,0.5107,0.5116,0.5048,0.5058,26679021.0,0.5217691299521051,Sell,0.5253052,False,True,False,0.5052,0.0042699003525982,25.907048774031363,0.0084000000000006
